domain	utterance	seqlogical
weather	Temperature dublin tomorrow Celcius	[IN:GET_WEATHER Temperature [SL:LOCATION dublin ] [SL:DATE_TIME tomorrow ] [SL:WEATHER_TEMPERATURE_UNIT Celcius ] ]
weather	at what time will the sun rise in Calaveras County tomorrow	[IN:GET_SUNRISE at what time will the sun rise in [SL:LOCATION Calaveras County ] [SL:DATE_TIME tomorrow ] ]
weather	Tell me the current temperature in Fahrenheit.	[IN:GET_WEATHER Tell me the current temperature in [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] . ]
weather	How hot is it this weekend in Dehli in degrees Fahrenheit	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it [SL:DATE_TIME this weekend ] in [SL:LOCATION Dehli ] in degrees [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] ]
weather	How hot is it near Paris today in C	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it near [SL:LOCATION Paris ] [SL:DATE_TIME today ] in [SL:WEATHER_TEMPERATURE_UNIT C ] ]
weather	What is the average temperature difference today compared to last year	[IN:UNSUPPORTED_WEATHER What is the average temperature difference [SL:DATE_TIME today ] compared [SL:DATE_TIME to last year ] ]
weather	when is the sun coming back	[IN:UNSUPPORTED_WEATHER when is the sun coming back ]
weather	What's the rainfall measurement in cm?	[IN:UNSUPPORTED_WEATHER What 's the [SL:WEATHER_ATTRIBUTE rainfall ] measurement in cm ? ]
weather	Temperature this weekend inside Fahrenheit	[IN:GET_WEATHER Temperature [SL:DATE_TIME this weekend ] [SL:LOCATION inside ] [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] ]
weather	what will the temperature be in celsius today	[IN:GET_WEATHER what will the temperature be in [SL:WEATHER_TEMPERATURE_UNIT celsius ] [SL:DATE_TIME today ] ]
weather	How cold is it next week for Paris in degree F	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE cold ] is it [SL:DATE_TIME next week ] for [SL:LOCATION Paris ] in degree [SL:WEATHER_TEMPERATURE_UNIT F ] ]
weather	Is it below 61 in degrees F out there next week	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE below ] [SL:WEATHER_ATTRIBUTE 61 ] in degrees [SL:WEATHER_TEMPERATURE_UNIT F ] [SL:LOCATION out there ] [SL:DATE_TIME next week ] ]
weather	Will it be below 75 in c beijing tomorrow morning	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE below ] [SL:WEATHER_ATTRIBUTE 75 ] in [SL:WEATHER_TEMPERATURE_UNIT c ] [SL:LOCATION beijing ] [SL:DATE_TIME tomorrow morning ] ]
weather	Will the temperature reach 100 degrees Fahrenheit tomorrow?	[IN:GET_WEATHER Will the temperature [SL:WEATHER_ATTRIBUTE reach 100 ] degrees [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] [SL:DATE_TIME tomorrow ] ? ]
weather	What year did Hurricaine Rita take place	[IN:UNSUPPORTED_WEATHER What year did Hurricaine Rita take place ]
weather	tell me when sunrise is	[IN:GET_SUNRISE tell me when sunrise is ]
weather	Is it below 15 in degree f new york tonight	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE below ] [SL:WEATHER_ATTRIBUTE 15 ] in degree [SL:WEATHER_TEMPERATURE_UNIT f ] [SL:LOCATION new york ] [SL:DATE_TIME tonight ] ]
weather	What time does the sunrise?	[IN:GET_SUNRISE What time does the sunrise ? ]
weather	What is the wind chill in Celsius today?	[IN:GET_WEATHER What is the [SL:WEATHER_ATTRIBUTE wind chill ] in [SL:WEATHER_TEMPERATURE_UNIT Celsius ] [SL:DATE_TIME today ] ? ]
weather	would i be able to go windsurfing today	[IN:UNSUPPORTED_WEATHER would i be able to go windsurfing today ]
weather	What is the weather best to have an outside barbecue	[IN:UNSUPPORTED_WEATHER What is the weather best to have an outside barbecue ]
weather	What time is the sunset today	[IN:GET_SUNSET What time is the sunset [SL:DATE_TIME today ] ]
weather	Will it be above 100 in degree Fahrenheit near Shanghai this weekend	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE above ] [SL:WEATHER_ATTRIBUTE 100 ] in degree [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] near [SL:LOCATION Shanghai ] [SL:DATE_TIME this weekend ] ]
weather	Temperature next week inside c	[IN:GET_WEATHER Temperature [SL:DATE_TIME next week ] [SL:LOCATION inside ] [SL:WEATHER_TEMPERATURE_UNIT c ] ]
weather	How hot is it out there tonight degrees Fahrenheit	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it [SL:LOCATION out there ] [SL:DATE_TIME tonight ] degrees [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] ]
weather	What is the average high and low temp in October in Denver	[IN:UNSUPPORTED_WEATHER What is the average high and low temp [SL:DATE_TIME in October ] in Denver ]
weather	Allergy report	[IN:UNSUPPORTED_WEATHER Allergy report ]
weather	How fast is the wind in kilometers?	[IN:UNSUPPORTED_WEATHER How fast is the wind in kilometers ? ]
weather	Is it warm in summer in Iceland	[IN:UNSUPPORTED_WEATHER Is it [SL:WEATHER_ATTRIBUTE warm ] [SL:DATE_TIME in summer ] in [SL:LOCATION Iceland ] ]
weather	how hot will it get today in Celsius?	[IN:GET_WEATHER how [SL:WEATHER_ATTRIBUTE hot ] will it get [SL:DATE_TIME today ] in [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ? ]
weather	when is sunset?	[IN:GET_SUNSET when is sunset ? ]
weather	When will the sunrise	[IN:GET_SUNRISE When will the sunrise ]
weather	Temperature madrid next week C	[IN:GET_WEATHER Temperature [SL:LOCATION madrid ] [SL:DATE_TIME next week ] [SL:WEATHER_TEMPERATURE_UNIT C ] ]
weather	Can you tell me the temperature in Celsius?	[IN:GET_WEATHER Can you tell me the temperature in [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ? ]
weather	How hot is it in Karachi tomorrow morning in degree Celsius	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it in [SL:LOCATION Karachi ] [SL:DATE_TIME tomorrow morning ] in degree [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ]
weather	When is the first frost	[IN:UNSUPPORTED_WEATHER When is the first frost ]
weather	What time does the sun rise	[IN:GET_SUNRISE What time does the sun rise ]
weather	Weather trends from this year compared to last year	[IN:UNSUPPORTED_WEATHER Weather trends [SL:DATE_TIME from this year ] compared [SL:DATE_TIME to last year ] ]
weather	what time is sunrise	[IN:GET_SUNRISE what time is sunrise ]
weather	Is it a good day to go to the beach?	[IN:UNSUPPORTED_WEATHER Is it a good day to go to the beach ? ]
weather	What's the pollen count look like	[IN:UNSUPPORTED_WEATHER What 's the pollen count look like ]
weather	What is the record low for this area	[IN:UNSUPPORTED_WEATHER What is the record low for this area ]
weather	Is it safe to go camping at Capitol Lake this weekend in Colorado	[IN:UNSUPPORTED_WEATHER Is it safe to go camping at Capitol [SL:LOCATION Lake ] [SL:DATE_TIME this weekend ] in [SL:LOCATION Colorado ] ]
weather	Is it hurricane season yet	[IN:UNSUPPORTED_WEATHER Is it [SL:WEATHER_ATTRIBUTE hurricane ] season yet ]
weather	Will be raining till the end of August	[IN:UNSUPPORTED_WEATHER Will be [SL:WEATHER_ATTRIBUTE raining ] [SL:DATE_TIME till the end of August ] ]
weather	How cold is it at Seattle this weekend degree Celsius	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE cold ] is it at [SL:LOCATION Seattle ] [SL:DATE_TIME this weekend ] degree [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ]
weather	Will the UV index require the application of sunscreen today?	[IN:UNSUPPORTED_WEATHER Will the UV index require the application of sunscreen today ? ]
weather	Will I be able to play badminton outside this afternoon?	[IN:UNSUPPORTED_WEATHER Will I be able to play badminton outside this afternoon ? ]
weather	Temperature in Shanghai today F	[IN:GET_WEATHER Temperature in [SL:LOCATION Shanghai ] [SL:DATE_TIME today ] [SL:WEATHER_TEMPERATURE_UNIT F ] ]
weather	When will the sunset?	[IN:GET_SUNSET When will the sunset ? ]
weather	what time is the sunset tonight	[IN:GET_SUNSET what time is the sunset [SL:DATE_TIME tonight ] ]
weather	what is the average amount of sunlight for the major cities in alaska	[IN:UNSUPPORTED_WEATHER what is the average amount of [SL:WEATHER_ATTRIBUTE sunlight ] for the major cities in [SL:LOCATION alaska ] ]
weather	Temperature tonight for Houston c	[IN:GET_WEATHER Temperature [SL:DATE_TIME tonight ] for [SL:LOCATION Houston ] [SL:WEATHER_TEMPERATURE_UNIT c ] ]
weather	When will I see a tornado	[IN:UNSUPPORTED_WEATHER When will I see a [SL:WEATHER_ATTRIBUTE tornado ] ]
weather	Is it going to be below 0 degree F at Boston tonight	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE below ] [SL:WEATHER_ATTRIBUTE 0 ] degree [SL:WEATHER_TEMPERATURE_UNIT F ] at [SL:LOCATION Boston ] [SL:DATE_TIME tonight ] ]
weather	Is it going to be below 7 in celcius seattle this weekend	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE below ] [SL:WEATHER_ATTRIBUTE 7 ] in [SL:WEATHER_TEMPERATURE_UNIT celcius ] [SL:LOCATION seattle ] [SL:DATE_TIME this weekend ] ]
weather	what is the lowest temperature of los angeles in history	[IN:UNSUPPORTED_WEATHER what is the lowest temperature of los angeles in history ]
weather	Temperature near Madrid this weekend celsius	[IN:GET_WEATHER Temperature near [SL:LOCATION Madrid ] [SL:DATE_TIME this weekend ] [SL:WEATHER_TEMPERATURE_UNIT celsius ] ]
weather	Should I get firewood	[IN:UNSUPPORTED_WEATHER Should I get [SL:WEATHER_ATTRIBUTE firewood ] ]
weather	How cold is it shanghai this weekend in degree celcius	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE cold ] is it [SL:LOCATION shanghai ] [SL:DATE_TIME this weekend ] in degree [SL:WEATHER_TEMPERATURE_UNIT celcius ] ]
weather	Convert the temperature to Fahrenheit	[IN:GET_WEATHER Convert the temperature to [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] ]
weather	Temperature karachi celsius	[IN:GET_WEATHER Temperature [SL:LOCATION karachi ] [SL:WEATHER_TEMPERATURE_UNIT celsius ] ]
weather	How warm is it tonight out there in celsius	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE warm ] is it [SL:DATE_TIME tonight ] [SL:LOCATION out there ] in [SL:WEATHER_TEMPERATURE_UNIT celsius ] ]
weather	what time does the sun set in Cape Cod	[IN:GET_SUNSET what time does the sun set in [SL:LOCATION Cape Cod ] ]
weather	How hot is it tomorrow in Paris degree f	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it [SL:DATE_TIME tomorrow ] in [SL:LOCATION Paris ] degree [SL:WEATHER_TEMPERATURE_UNIT f ] ]
weather	I want to know the amount of snow that fell in France.	[IN:UNSUPPORTED_WEATHER I want to know the amount of [SL:WEATHER_ATTRIBUTE snow ] that fell in France . ]
weather	Is it around 2 in F at Menlo Park	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE around ] [SL:WEATHER_ATTRIBUTE 2 ] in [SL:WEATHER_TEMPERATURE_UNIT F ] at [SL:LOCATION Menlo Park ] ]
weather	Temperature today here F	[IN:GET_WEATHER Temperature [SL:DATE_TIME today ] [SL:LOCATION here ] [SL:WEATHER_TEMPERATURE_UNIT F ] ]
weather	Is it above 37 degrees Celsius near Boston today	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE above ] [SL:WEATHER_ATTRIBUTE 37 ] degrees [SL:WEATHER_TEMPERATURE_UNIT Celsius ] near [SL:LOCATION Boston ] [SL:DATE_TIME today ] ]
weather	Temperature tomorrow in Shanghai Celsius	[IN:GET_WEATHER Temperature [SL:DATE_TIME tomorrow ] in [SL:LOCATION Shanghai ] [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ]
weather	is the freeway closed due to weather	[IN:UNSUPPORTED_WEATHER is the freeway closed due to weather ]
weather	what is the windshield right now	[IN:UNSUPPORTED_WEATHER what is the windshield right now ]
weather	when was the last time it rained	[IN:UNSUPPORTED_WEATHER when was the last time it [SL:WEATHER_ATTRIBUTE rained ] ]
weather	what is the weather like in Alaska in the summer	[IN:UNSUPPORTED_WEATHER what is the weather like in [SL:LOCATION Alaska ] [SL:DATE_TIME in the summer ] ]
weather	what is the dew point today	[IN:UNSUPPORTED_WEATHER what is the [SL:WEATHER_ATTRIBUTE dew point ] [SL:DATE_TIME today ] ]
weather	What time is sunrise	[IN:GET_SUNRISE What time is sunrise ]
weather	Is it going to be around 8 in degrees C in Boston	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE around ] [SL:WEATHER_ATTRIBUTE 8 ] in degrees [SL:WEATHER_TEMPERATURE_UNIT C ] in [SL:LOCATION Boston ] ]
weather	What time does the sun set today in New York	[IN:GET_SUNSET What time does the sun set [SL:DATE_TIME today ] in [SL:LOCATION New York ] ]
weather	What's been the average temperature this summer	[IN:UNSUPPORTED_WEATHER What 's been the average temperature [SL:DATE_TIME this summer ] ]
weather	Will it be around 81 in C here	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE around ] [SL:WEATHER_ATTRIBUTE 81 ] in [SL:WEATHER_TEMPERATURE_UNIT C ] [SL:LOCATION here ] ]
weather	Will it be above 34 in degree C menlo park tonight	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE above ] [SL:WEATHER_ATTRIBUTE 34 ] in degree [SL:WEATHER_TEMPERATURE_UNIT C ] [SL:LOCATION menlo park ] [SL:DATE_TIME tonight ] ]
weather	Will I be able to put the Washing out today?	[IN:UNSUPPORTED_WEATHER Will I be able to put the Washing out today ? ]
weather	Is there a high pollen count today	[IN:UNSUPPORTED_WEATHER Is there a high [SL:WEATHER_ATTRIBUTE pollen count ] [SL:DATE_TIME today ] ]
weather	What time does the sun rise this morning	[IN:GET_SUNRISE What time does the sun rise [SL:DATE_TIME this morning ] ]
weather	How many liters of rain is expected today?	[IN:UNSUPPORTED_WEATHER How many liters of [SL:WEATHER_ATTRIBUTE rain ] is expected today ? ]
weather	How hot was it last July compared to this July in Oklahoma	[IN:UNSUPPORTED_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] was it [SL:DATE_TIME last July ] compared [SL:DATE_TIME to this July ] in Oklahoma ]
weather	How cold is it today in London in degrees celsius	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE cold ] is it [SL:DATE_TIME today ] in [SL:LOCATION London ] in degrees [SL:WEATHER_TEMPERATURE_UNIT celsius ] ]
weather	how much snow have we got this year	[IN:UNSUPPORTED_WEATHER how much [SL:WEATHER_ATTRIBUTE snow ] have we got [SL:DATE_TIME this year ] ]
weather	Will I be able to go parasailing this weekend?	[IN:UNSUPPORTED_WEATHER Will I be able to go parasailing this weekend ? ]
weather	Does it ever rain in Phoenix, AZ	[IN:UNSUPPORTED_WEATHER Does it ever [SL:WEATHER_ATTRIBUTE rain ] in [SL:LOCATION Phoenix , AZ ] ]
weather	what time is the sunset	[IN:GET_SUNSET what time is the sunset ]
weather	How much pollution is expected to be present today	[IN:UNSUPPORTED_WEATHER How much pollution is expected to be present [SL:DATE_TIME today ] ]
weather	Does it ever rain in Dubai	[IN:UNSUPPORTED_WEATHER Does it ever [SL:WEATHER_ATTRIBUTE rain ] in Dubai ]
weather	Temperature next week out there Celcius	[IN:GET_WEATHER Temperature [SL:DATE_TIME next week ] [SL:LOCATION out there ] [SL:WEATHER_TEMPERATURE_UNIT Celcius ] ]
weather	Is it above 56 degree Fahrenheit around Menlo Park tomorrow	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE above ] [SL:WEATHER_ATTRIBUTE 56 ] degree [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] around [SL:LOCATION Menlo Park ] [SL:DATE_TIME tomorrow ] ]
weather	what category hurricane was Katrina	[IN:UNSUPPORTED_WEATHER what category [SL:WEATHER_ATTRIBUTE hurricane ] was Katrina ]
weather	Will it be around 98 c shanghai tonight	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE around ] [SL:WEATHER_ATTRIBUTE 98 ] [SL:WEATHER_TEMPERATURE_UNIT c ] [SL:LOCATION shanghai ] [SL:DATE_TIME tonight ] ]
weather	Will it be above 60 in C for Mumbai today	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE above ] [SL:WEATHER_ATTRIBUTE 60 ] in [SL:WEATHER_TEMPERATURE_UNIT C ] for [SL:LOCATION Mumbai ] [SL:DATE_TIME today ] ]
weather	Temperature this weekend new york fahrenheit	[IN:GET_WEATHER Temperature [SL:DATE_TIME this weekend ] [SL:LOCATION new york ] [SL:WEATHER_TEMPERATURE_UNIT fahrenheit ] ]
weather	How many degrees in celsius is it	[IN:GET_WEATHER How many degrees in [SL:WEATHER_TEMPERATURE_UNIT celsius ] is it ]
weather	Can I play tennis today	[IN:UNSUPPORTED_WEATHER Can I play tennis today ]
weather	Temperature san francisco tonight Celsius	[IN:GET_WEATHER Temperature [SL:LOCATION san francisco ] [SL:DATE_TIME tonight ] [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ]
weather	Who is my local meteorologist	[IN:UNSUPPORTED_WEATHER Who is my local meteorologist ]
weather	when does it get dark out	[IN:GET_SUNSET when does it get dark out ]
weather	when will it start to get dark outside	[IN:GET_SUNSET when will it start to get dark outside ]
weather	I'm going on a trip this weekend, what should I wear?	[IN:UNSUPPORTED_WEATHER I'm going on a trip this weekend , what should I wear ? ]
weather	will the hurricane hit us this week	[IN:UNSUPPORTED_WEATHER will the [SL:WEATHER_ATTRIBUTE hurricane ] hit us [SL:DATE_TIME this week ] ]
weather	How warm is it next week for Tokyo in F	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE warm ] is it [SL:DATE_TIME next week ] for [SL:LOCATION Tokyo ] in [SL:WEATHER_TEMPERATURE_UNIT F ] ]
weather	How many degrees Celsius is it?	[IN:GET_WEATHER How many degrees [SL:WEATHER_TEMPERATURE_UNIT Celsius ] is it ? ]
weather	What time is the sun setting tonight in the Outer Banks	[IN:GET_SUNSET What time is the sun setting [SL:DATE_TIME tonight ] in the [SL:LOCATION Outer Banks ] ]
weather	What is the hottest temperature ever recorded in Chicago	[IN:UNSUPPORTED_WEATHER What is the [SL:WEATHER_ATTRIBUTE hottest ] temperature ever recorded in [SL:LOCATION Chicago ] ]
weather	When is dawn tomorrow	[IN:GET_SUNRISE When is dawn [SL:DATE_TIME tomorrow ] ]
weather	How far is it below freezing - Celsius please	[IN:GET_WEATHER How far is it [SL:WEATHER_ATTRIBUTE below freezing ] - [SL:WEATHER_TEMPERATURE_UNIT Celsius ] please ]
weather	Is it going to be below 67 in degrees F near Beijing tonight	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE below ] [SL:WEATHER_ATTRIBUTE 67 ] in degrees [SL:WEATHER_TEMPERATURE_UNIT F ] near [SL:LOCATION Beijing ] [SL:DATE_TIME tonight ] ]
weather	I want to know the depth of the rain we'll get in cm.	[IN:UNSUPPORTED_WEATHER I want to know the depth of the [SL:WEATHER_ATTRIBUTE rain ] we'll get in cm . ]
weather	Tell me the weather in Fahrenheit	[IN:GET_WEATHER Tell me the weather in [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] ]
weather	what's the local radar	[IN:GET_WEATHER what 's the [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER local ] ] ] radar ]
weather	Temperature tomorrow out there c	[IN:GET_WEATHER Temperature [SL:DATE_TIME tomorrow ] [SL:LOCATION out there ] [SL:WEATHER_TEMPERATURE_UNIT c ] ]
weather	Will it be above 20 in degree C near Paris this weekend	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE above ] [SL:WEATHER_ATTRIBUTE 20 ] in degree [SL:WEATHER_TEMPERATURE_UNIT C ] near [SL:LOCATION Paris ] [SL:DATE_TIME this weekend ] ]
weather	Is there an air quality alert	[IN:UNSUPPORTED_WEATHER Is there an air quality alert ]
weather	What's the temperature in celsius today?	[IN:GET_WEATHER What 's the temperature in [SL:WEATHER_TEMPERATURE_UNIT celsius ] [SL:DATE_TIME today ] ? ]
weather	Tell me the temperature in Celcius for this morning	[IN:GET_WEATHER Tell me the temperature in [SL:WEATHER_TEMPERATURE_UNIT Celcius ] [SL:DATE_TIME for this morning ] ]
weather	what temperature is it outside in Fahrenheit?	[IN:GET_WEATHER what temperature is it outside in [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] ? ]
weather	Will the monsoons be regular this year	[IN:UNSUPPORTED_WEATHER Will the monsoons be regular [SL:DATE_TIME this year ] ]
weather	How is the allergy report	[IN:UNSUPPORTED_WEATHER How is the allergy report ]
weather	How hot is it tomorrow outside in celcius	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it [SL:DATE_TIME tomorrow ] outside in [SL:WEATHER_TEMPERATURE_UNIT celcius ] ]
weather	Is it safe weather to take a five hour flight tonight	[IN:UNSUPPORTED_WEATHER Is it safe weather to take a five hour flight tonight ]
weather	What is the best season to visit Orlando	[IN:UNSUPPORTED_WEATHER What is the best season to visit [SL:LOCATION Orlando ] ]
weather	What is the average temperature in South Africa during the fall?	[IN:UNSUPPORTED_WEATHER What is the average temperature in [SL:LOCATION South Africa ] during the fall ? ]
weather	When is it supposed to clear up	[IN:UNSUPPORTED_WEATHER When is it supposed to [SL:WEATHER_ATTRIBUTE clear ] up ]
weather	Should I go to the beach this weekend?	[IN:UNSUPPORTED_WEATHER Should I go to the beach this weekend ? ]
weather	Will it be below 99 in f at Manila next week	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE below ] [SL:WEATHER_ATTRIBUTE 99 ] in [SL:WEATHER_TEMPERATURE_UNIT f ] at [SL:LOCATION Manila ] [SL:DATE_TIME next week ] ]
weather	How warm is it boston next week degree F	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE warm ] is it [SL:LOCATION boston ] [SL:DATE_TIME next week ] degree [SL:WEATHER_TEMPERATURE_UNIT F ] ]
weather	Temperature this weekend Celsius	[IN:GET_WEATHER Temperature [SL:DATE_TIME this weekend ] [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ]
weather	What city snows the most in the winter	[IN:UNSUPPORTED_WEATHER What city [SL:WEATHER_ATTRIBUTE snows ] the most [SL:DATE_TIME in the winter ] ]
weather	when will spring start	[IN:UNSUPPORTED_WEATHER when will [SL:DATE_TIME spring ] start ]
weather	How cold is it dehli next week degrees celsius	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE cold ] is it [SL:LOCATION dehli ] [SL:DATE_TIME next week ] degrees [SL:WEATHER_TEMPERATURE_UNIT celsius ] ]
weather	What time is sun up	[IN:GET_SUNRISE What time is sun up ]
weather	What time is sunset?	[IN:GET_SUNSET What time is sunset ? ]
weather	How cold is it chicago in fahrenheit	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE cold ] is it [SL:LOCATION chicago ] in [SL:WEATHER_TEMPERATURE_UNIT fahrenheit ] ]
weather	Is it above 72 in Celsius near Dublin this weekend	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE above ] [SL:WEATHER_ATTRIBUTE 72 ] in [SL:WEATHER_TEMPERATURE_UNIT Celsius ] near [SL:LOCATION Dublin ] [SL:DATE_TIME this weekend ] ]
weather	Tell me the weather in Fahrenheit	[IN:GET_WEATHER Tell me the weather in [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] ]
weather	what time is the sun setting	[IN:GET_SUNSET what time is the sun setting ]
weather	Will it be above 71 degrees fahrenheit in Chicago tomorrow	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE above ] [SL:WEATHER_ATTRIBUTE 71 ] degrees [SL:WEATHER_TEMPERATURE_UNIT fahrenheit ] in [SL:LOCATION Chicago ] [SL:DATE_TIME tomorrow ] ]
weather	What was the record high this summer for Texas	[IN:UNSUPPORTED_WEATHER What was the record high [SL:DATE_TIME this summer ] for [SL:LOCATION Texas ] ]
weather	Report the outside temperature in Celsius	[IN:GET_WEATHER Report the outside temperature in [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ]
weather	What time will the sun set tonight	[IN:GET_SUNSET What time will the sun set [SL:DATE_TIME tonight ] ]
weather	Jacket or sweater	[IN:UNSUPPORTED_WEATHER [SL:WEATHER_ATTRIBUTE Jacket ] or [SL:WEATHER_ATTRIBUTE sweater ] ]
weather	Give me the Celcius temperature	[IN:GET_WEATHER Give me the [SL:WEATHER_TEMPERATURE_UNIT Celcius ] temperature ]
weather	Will it be around 0 degree celcius inside this weekend	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE around ] [SL:WEATHER_ATTRIBUTE 0 ] degree [SL:WEATHER_TEMPERATURE_UNIT celcius ] [SL:LOCATION inside ] [SL:DATE_TIME this weekend ] ]
weather	Can you tell me the temperature in Celsius?	[IN:GET_WEATHER Can you tell me the temperature in [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ? ]
weather	How cold is it around Beijing degree Celsius	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE cold ] is it around [SL:LOCATION Beijing ] degree [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ]
weather	The temperature in Fahrenheit outside right now.	[IN:GET_WEATHER The temperature in [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] outside right now . ]
weather	Is it going to be below 23 in degrees F here tonight	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE below ] [SL:WEATHER_ATTRIBUTE 23 ] in degrees [SL:WEATHER_TEMPERATURE_UNIT F ] [SL:LOCATION here ] [SL:DATE_TIME tonight ] ]
weather	how far down is the snow around here	[IN:UNSUPPORTED_WEATHER how far down is the [SL:WEATHER_ATTRIBUTE snow ] around [SL:LOCATION here ] ]
weather	when is the next sunrise?	[IN:GET_SUNRISE when is the next sunrise ? ]
weather	Temperature this weekend in Seattle Celsius	[IN:GET_WEATHER Temperature [SL:DATE_TIME this weekend ] in [SL:LOCATION Seattle ] [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ]
weather	When is the full moon in September?	[IN:UNSUPPORTED_WEATHER When is the full moon [SL:DATE_TIME in September ] ? ]
weather	Where is the Hurricane heading	[IN:UNSUPPORTED_WEATHER Where is the [SL:WEATHER_ATTRIBUTE Hurricane ] heading ]
weather	Temperature at Houston tomorrow Celsius	[IN:GET_WEATHER Temperature at [SL:LOCATION Houston ] [SL:DATE_TIME tomorrow ] [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ]
weather	Tonight's sundown is at what time?	[IN:GET_SUNSET [SL:DATE_TIME Tonight ] 's sundown is at what time ? ]
weather	Temperature for Madrid tomorrow C	[IN:GET_WEATHER Temperature for [SL:LOCATION Madrid ] [SL:DATE_TIME tomorrow ] [SL:WEATHER_TEMPERATURE_UNIT C ] ]
weather	How many degrees Fahrenheit is it outside?	[IN:GET_WEATHER How many degrees [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] is it outside ? ]
weather	Is it going to be below 62 in degrees F near New York this weekend	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE below ] [SL:WEATHER_ATTRIBUTE 62 ] in degrees [SL:WEATHER_TEMPERATURE_UNIT F ] near [SL:LOCATION New York ] [SL:DATE_TIME this weekend ] ]
weather	Tell me the temperature in Fahrenheit	[IN:GET_WEATHER Tell me the temperature in [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] ]
weather	When does the sun set tonight	[IN:GET_SUNSET When does the sun set [SL:DATE_TIME tonight ] ]
