domain	utterance	seqlogical
reminder	Remind my husband to mow the lawn before 7pm tonight	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION husband ] ] ] to [SL:TODO mow the lawn ] [SL:DATE_TIME before 7 pm tonight ] ]
reminder	Remind me to reply to Brad about tomorrow's plans to see a flick.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Brad ] about [SL:CONTENT_EXACT tomorrow 's plans to see a flick ] ] ] . ]
reminder	change a reminder time/date that has already been recorded	[IN:UPDATE_REMINDER change a reminder time / date that has already been recorded ]
reminder	Can you change my reminder to meet greg to dinner instead of lunch	[IN:UPDATE_REMINDER_TODO Can you change [SL:PERSON_REMINDED my ] reminder to [SL:TODO meet greg ] to [SL:TODO_NEW dinner ] instead of [SL:TODO lunch ] ]
reminder	Is the alert time for my brunch reminder set for an hour before?	[IN:GET_REMINDER_DATE_TIME Is the alert time for [SL:PERSON_REMINDED my ] [SL:TODO brunch ] reminder set [SL:DATE_TIME for an hour before ] ? ]
reminder	Where do most of my reminders take place?	[IN:GET_REMINDER_LOCATION Where do most of [SL:PERSON_REMINDED my ] reminders take place ? ]
reminder	When is my reminder to change the water filter?	[IN:GET_REMINDER_DATE_TIME When is [SL:PERSON_REMINDED my ] reminder to [SL:TODO change the water filter ] ? ]
reminder	How many meeting reminders do I have set for next week?	[IN:GET_REMINDER_AMOUNT How many [SL:TODO meeting ] reminders do [SL:PERSON_REMINDED I ] have set [SL:DATE_TIME for next week ] ? ]
reminder	Remind me please to catch up with my sister	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] please to [SL:TODO [IN:GET_TODO [SL:TODO catch up ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] ] ] ] ] ]
reminder	change reminder notification	[IN:UPDATE_REMINDER change reminder notification ]
reminder	Remove any reminders I have involving Tom.	[IN:DELETE_REMINDER Remove any reminders [SL:PERSON_REMINDED I ] have involving [SL:TODO [IN:GET_TODO [SL:ATTENDEE Tom ] ] ] . ]
reminder	Add sweeping the stairs to my chores reminder for Wednesday.	[IN:UPDATE_REMINDER_TODO Add [SL:TODO_NEW sweeping the stairs ] to [SL:PERSON_REMINDED my ] [SL:TODO chores ] reminder [SL:DATE_TIME for Wednesday ] . ]
reminder	Delete all reminders I have schedule to meet with John this week	[IN:DELETE_REMINDER Delete [SL:AMOUNT all ] reminders [SL:PERSON_REMINDED I ] have schedule to [SL:TODO [IN:GET_TODO [SL:TODO meet ] with [SL:ATTENDEE John ] ] ] [SL:DATE_TIME this week ] ]
reminder	Can you alert me 10 minutes before my lunch with mom?	[IN:CREATE_REMINDER Can you alert [SL:PERSON_REMINDED me ] [SL:DATE_TIME 10 minutes before ] [SL:TODO [IN:GET_TODO [SL:TODO my lunch ] with [SL:ATTENDEE mom ] ] ] ? ]
reminder	Remind Tiffany that she has a lunch meeting with Dave at 12:30pm today	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED Tiffany ] that she has [SL:TODO [IN:GET_TODO [SL:TODO a lunch meeting ] with [SL:ATTENDEE Dave ] ] ] [SL:DATE_TIME at 12 : 30 pm today ] ]
reminder	I need to set a reminder for dinner with John for next week	[IN:CREATE_REMINDER I need to set a reminder for [SL:TODO [IN:GET_TODO [SL:TODO dinner ] with [SL:ATTENDEE John ] ] ] [SL:DATE_TIME for next week ] ]
reminder	set a reminder for my sister to take her medication tomorrow morning at 8am	[IN:CREATE_REMINDER set a reminder for [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] ] ] to [SL:TODO take her medication ] [SL:DATE_TIME tomorrow morning at 8 am ] ]
reminder	When is the alert for my lunch reminder	[IN:GET_REMINDER_DATE_TIME When is the alert for [SL:PERSON_REMINDED my ] [SL:TODO lunch ] reminder ]
reminder	Add 'eggs' to my 'buy coffee' reminder	[IN:UPDATE_REMINDER_TODO Add ' [SL:TODO_NEW eggs ] ' to [SL:PERSON_REMINDED my ] ' [SL:TODO buy coffee ] ' reminder ]
reminder	Delete the reminder to meet with Carlos tomorrowat 10am.	[IN:DELETE_REMINDER Delete the reminder to [SL:TODO [IN:GET_TODO [SL:TODO meet ] with [SL:ATTENDEE Carlos ] ] ] [SL:DATE_TIME tomorrowat 10 am ] . ]
reminder	Change my bedtime reminder to 10PM everyday.	[IN:UPDATE_REMINDER Change [SL:PERSON_REMINDED my ] [SL:TODO bedtime ] reminder [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME to 10 PM ] [SL:FREQUENCY everyday ] ] ] . ]
reminder	Remind my daughter to take water bottle, shorts, and blue pom poms to cheer practice this afternoon.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION daughter ] ] ] to [SL:TODO take water bottle , shorts , and blue pom poms to cheer practice ] [SL:DATE_TIME this afternoon ] . ]
reminder	I want to cancel all reminders with Stephanie as we broke up.	[IN:DELETE_REMINDER [SL:PERSON_REMINDED I ] want to cancel [SL:AMOUNT all ] reminders [SL:TODO [IN:GET_TODO with [SL:ATTENDEE Stephanie ] ] ] as we broke up . ]
reminder	I have a date night schedule with Jill at 8 pm and she just called and asked to change that to 9 pm so please adjustment my reminder.	[IN:UPDATE_REMINDER_DATE_TIME I have [SL:TODO a date night ] schedule with [SL:ATTENDEE Jill ] [SL:DATE_TIME at 8 pm ] and she just called and asked to change that [SL:DATE_TIME_NEW to 9 pm ] so please adjustment [SL:PERSON_REMINDED my ] reminder . ]
reminder	Remind me to email Mom insurance information.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Mom ] ] ] [SL:CONTENT_EXACT insurance information ] ] ] . ]
reminder	change the recycle reminder to every other Wednesday instead of every wednesday	[IN:UPDATE_REMINDER change the [SL:TODO recycle ] reminder [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME to [SL:FREQUENCY every other Wednesday ] ] ] instead [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME of [SL:FREQUENCY every wednesday ] ] ] ]
reminder	Remind me to email Kibin tomorrow afternoon.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Kibin ] ] ] [SL:DATE_TIME tomorrow afternoon ] . ]
reminder	When is my next reminder with Jay for dinner and drinks?	[IN:GET_REMINDER When is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder [SL:TODO [IN:GET_TODO with [SL:ATTENDEE Jay ] for [SL:TODO dinner and drinks ] ] ] ? ]
reminder	When is my reminder for apple picking?	[IN:GET_REMINDER_DATE_TIME When is [SL:PERSON_REMINDED my ] reminder for [SL:TODO apple picking ] ? ]
reminder	add to my reminder for an oil change to rotate the tires	[IN:UPDATE_REMINDER_TODO add to [SL:PERSON_REMINDED my ] reminder for [SL:TODO an oil change ] to [SL:TODO_NEW rotate the tires ] ]
reminder	Show my meeting with Govind reminder.	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] [SL:PERSON_REMINDED my ] [SL:TODO [IN:GET_TODO [SL:TODO meeting ] with [SL:ATTENDEE Govind ] ] ] reminder . ]
reminder	Add walking the dog reminder to my chores list.	[IN:UPDATE_REMINDER_TODO Add [SL:TODO_NEW walking the dog ] reminder to [SL:PERSON_REMINDED my ] [SL:TODO chores ] list . ]
reminder	Remind me to send an email to my daughter preschool	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send an email to [SL:RECIPIENT my daughter preschool ] ] ] ]
reminder	I need to remind Mom about her to find someone to get her mail while she is here the week starting the 1sh of July.	[IN:CREATE_REMINDER I need to remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:TYPE_RELATION Mom ] ] ] about her to [SL:TODO find someone to get her mail while she is here ] [SL:DATE_TIME the week starting the 1sh of July ] . ]
reminder	What date is my next reminder for an oil change in my car?	[IN:GET_REMINDER_DATE_TIME What date is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder for [SL:TODO an oil change in my car ] ? ]
reminder	Is my son included in today's reminder.	[IN:GET_REMINDER Is [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION son ] ] ] included [SL:DATE_TIME in today ] 's reminder . ]
reminder	Add bread to my reminder to buy eggs	[IN:UPDATE_REMINDER_TODO Add [SL:TODO_NEW bread ] to [SL:PERSON_REMINDED my ] reminder to [SL:TODO buy eggs ] ]
reminder	Where am I supposed to meet for my next reminder	[IN:GET_REMINDER_LOCATION Where am I supposed to [SL:TODO meet ] for [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder ]
reminder	Remind me to text my husband to pick up bread?	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION husband ] ] ] to [SL:CONTENT_EXACT pick up bread ] ] ] ? ]
reminder	Can you remove the reminder  on tomorrow to visit with Paola?	[IN:DELETE_REMINDER Can you remove the reminder [SL:DATE_TIME on tomorrow ] to [SL:TODO [IN:GET_TODO [SL:TODO visit ] with [SL:ATTENDEE Paola ] ] ] ? ]
reminder	remind me to text my brother tomorrow	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION brother ] ] ] ] ] [SL:DATE_TIME tomorrow ] ]
reminder	How many grocery store reminders do I have for this month?	[IN:GET_REMINDER_AMOUNT How many [SL:TODO grocery store ] reminders do [SL:PERSON_REMINDED I ] have [SL:DATE_TIME for this month ] ? ]
reminder	Do I have any reminders with Andy?	[IN:GET_REMINDER Do [SL:PERSON_REMINDED I ] have any reminders [SL:TODO [IN:GET_TODO with [SL:ATTENDEE Andy ] ] ] ? ]
reminder	Adjust the reminder about baking a vanilla cake this Saturday to baking a chocolate cake.	[IN:UPDATE_REMINDER_TODO Adjust the reminder about [SL:TODO baking a vanilla cake ] [SL:DATE_TIME this Saturday ] to [SL:TODO_NEW baking a chocolate cake ] . ]
reminder	Please tell me how many reminders I have for school activities.	[IN:GET_REMINDER_AMOUNT Please [SL:METHOD_RETRIEVAL_REMINDER tell ] me how many reminders [SL:PERSON_REMINDED I ] have for [SL:TODO school activities ] . ]
reminder	Remind me to text Sarah to wait in front of Rave Cinemas at 8pm tonight.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT Sarah ] to [SL:CONTENT_EXACT wait in front of Rave Cinemas ] ] ] [SL:DATE_TIME at 8 pm tonight ] . ]
reminder	Change my monthly end of month dinner and drinks reminder with Riah to 1st of month	[IN:UPDATE_REMINDER_DATE_TIME Change [SL:PERSON_REMINDED my ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY monthly ] [SL:DATE_TIME end of month ] ] ] [SL:TODO dinner and drinks ] reminder with [SL:ATTENDEE Riah ] [SL:DATE_TIME_NEW to 1st of month ] ]
reminder	Remind Mom and Dad to leave at 3pm and alert them 30 mins beforehand.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:TYPE_RELATION Mom ] ] ] and [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:TYPE_RELATION Dad ] ] ] to [SL:TODO [IN:GET_TODO [SL:TODO leave ] [SL:DATE_TIME at 3 pm ] ] ] and alert them [SL:DATE_TIME 30 mins beforehand ] . ]
reminder	What reminders do I have with Aaron this week?	[IN:GET_REMINDER What reminders do [SL:PERSON_REMINDED I ] have [SL:TODO [IN:GET_TODO with [SL:ATTENDEE Aaron ] ] ] [SL:DATE_TIME this week ] ? ]
reminder	WHEN DID I SET THAT RERMINDER ABOUT THE CATS HAIRCUT	[IN:GET_REMINDER_DATE_TIME WHEN DID [SL:PERSON_REMINDED I ] SET THAT RERMINDER ABOUT [SL:TODO THE CATS HAIRCUT ] ]
reminder	Delete Ava on Parents group meeting reminder.	[IN:UPDATE_REMINDER Delete [SL:PERSON_REMINDED_REMOVED Ava ] on [SL:TODO Parents group meeting ] reminder . ]
reminder	What time is my next reminder	[IN:GET_REMINDER_DATE_TIME What time is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder ]
reminder	when was the last friday i set a reminder	[IN:GET_REMINDER_DATE_TIME when was [SL:DATE_TIME the last friday ] [SL:PERSON_REMINDED i ] set a reminder ]
reminder	what time is the dental reminder set for	[IN:GET_REMINDER_DATE_TIME what time is the [SL:TODO dental ] reminder set for ]
reminder	how many reminders do i have set over the weekend?	[IN:GET_REMINDER_AMOUNT how many reminders do [SL:PERSON_REMINDED i ] have set [SL:DATE_TIME over the weekend ] ? ]
reminder	get all reminders from my father	[IN:GET_REMINDER get [SL:AMOUNT all ] reminders from [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION father ] ] ] ]
reminder	Show me my next reminder	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] me [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder ]
reminder	Can you change the reminder, that my fish needs to be fed daily instead.	[IN:UPDATE_REMINDER Can you change the reminder , that [SL:PERSON_REMINDED my ] [SL:TODO fish needs to be fed ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] instead . ]
reminder	Delete date reminder with John on Friday night	[IN:DELETE_REMINDER Delete [SL:TODO date ] reminder [SL:TODO [IN:GET_TODO with [SL:ATTENDEE John ] ] ] [SL:DATE_TIME on Friday night ] ]
reminder	Remind me to reply to Steve and tell him we need to reschedule our meeting.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Steve ] and tell him [SL:CONTENT_EXACT we need to reschedule our meeting ] ] ] . ]
reminder	When is my next reminder for Manager's Store meeting?	[IN:GET_REMINDER_DATE_TIME When is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder for [SL:TODO Manager 's Store meeting ] ? ]
reminder	When did I set a reminder for Dog sitting	[IN:GET_REMINDER_DATE_TIME When did [SL:PERSON_REMINDED I ] set a reminder for [SL:TODO Dog sitting ] ]
reminder	edit my monthly girls night out reminder to weekly	[IN:UPDATE_REMINDER edit [SL:PERSON_REMINDED my ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY monthly ] ] ] [SL:TODO girls night out ] reminder [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME to [SL:FREQUENCY weekly ] ] ] ]
reminder	Where is tomorrow's dinner reminder taking place?	[IN:GET_REMINDER_LOCATION Where is [SL:DATE_TIME tomorrow ] 's [SL:TODO dinner ] reminder taking place ? ]
reminder	Set a reminder for Dad, to check the mail at noon.	[IN:CREATE_REMINDER Set a reminder for [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:TYPE_RELATION Dad ] ] ] , to [SL:TODO check the mail ] [SL:DATE_TIME at noon ] . ]
reminder	Remind me to email Natalie in the morning regarding the spelling bee.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Natalie ] ] ] [SL:DATE_TIME in the morning ] [SL:TODO regarding the spelling bee ] ] ] . ]
reminder	Move dinner with Grandma reminder to the next day	[IN:UPDATE_REMINDER_DATE_TIME Move [SL:TODO dinner ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:TYPE_RELATION Grandma ] ] ] reminder [SL:DATE_TIME_NEW to the next day ] ]
reminder	Remind me tomorrow of my dinner with my brother	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME tomorrow ] of [SL:TODO [IN:GET_TODO [SL:TODO my dinner ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION brother ] ] ] ] ] ]
reminder	Remind me when Comcast is coming for visit.	[IN:GET_REMINDER_DATE_TIME Remind [SL:PERSON_REMINDED me ] when [SL:TODO Comcast is coming for visit ] . ]
reminder	When is my next reminder for my medication this week	[IN:GET_REMINDER_DATE_TIME When is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder for [SL:TODO my medication ] [SL:DATE_TIME this week ] ]
reminder	Change the reminder for my meeting with Allen Davis to Monday at 9am.	[IN:UPDATE_REMINDER_DATE_TIME Change the reminder for [SL:PERSON_REMINDED my ] [SL:TODO meeting ] with [SL:ATTENDEE Allen Davis ] [SL:DATE_TIME_NEW to Monday at 9 am ] . ]
reminder	what time is my reminder on jury duty tomorrow?	[IN:GET_REMINDER_DATE_TIME what time is [SL:PERSON_REMINDED my ] reminder on [SL:TODO jury duty ] [SL:DATE_TIME tomorrow ] ? ]
reminder	Remind me Lunch with Sarah on 8/20	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:TODO [IN:GET_TODO [SL:TODO Lunch ] with [SL:ATTENDEE Sarah ] ] ] [SL:DATE_TIME on 8 / 20 ] ]
reminder	Show me all of my reminders with Joe for dinner.	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] me [SL:AMOUNT all ] of [SL:PERSON_REMINDED my ] reminders [SL:TODO [IN:GET_TODO with [SL:ATTENDEE Joe ] for [SL:TODO dinner ] ] ] . ]
reminder	When is my reminder for Lamaze class	[IN:GET_REMINDER_DATE_TIME When is [SL:PERSON_REMINDED my ] reminder for [SL:TODO Lamaze class ] ]
reminder	delete all reminders for meetings with Jody	[IN:DELETE_REMINDER delete [SL:AMOUNT all ] reminders for [SL:TODO [IN:GET_TODO [SL:TODO meetings ] with [SL:ATTENDEE Jody ] ] ] ]
reminder	What are the bi-weekly reminders with my trivia group?	[IN:GET_REMINDER What are the [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY bi - weekly ] ] ] reminders [SL:TODO [IN:GET_TODO with [SL:ATTENDEE my trivia group ] ] ] ? ]
reminder	Cancel all reminders about dinner with Amy	[IN:DELETE_REMINDER Cancel [SL:AMOUNT all ] reminders about [SL:TODO [IN:GET_TODO [SL:TODO dinner ] with [SL:ATTENDEE Amy ] ] ] ]
reminder	change alert time for kids pick up 10 12pm every wednesday	[IN:UPDATE_REMINDER change alert time for [SL:TODO kids pick up ] [SL:DATE_TIME 10 ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME 12 pm ] [SL:FREQUENCY every wednesday ] ] ] ]
reminder	Modify tomorrow's wake up reminder for my daughter.	[IN:UPDATE_REMINDER Modify [SL:DATE_TIME tomorrow ] 's [SL:TODO wake up ] reminder for [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION daughter ] ] ] . ]
reminder	Remove all he 2nd reminder to play Kids Bopz CD.	[IN:DELETE_REMINDER Remove [SL:AMOUNT all ] he [SL:ORDINAL 2nd ] reminder to [SL:TODO play Kids Bopz CD ] . ]
reminder	When is my next reminder for my chiropractor appointment	[IN:GET_REMINDER_DATE_TIME When is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder for [SL:TODO my chiropractor appointment ] ]
reminder	What day next week is my reminder to pay my credit card bill set for?	[IN:GET_REMINDER_DATE_TIME What day [SL:DATE_TIME next week ] is [SL:PERSON_REMINDED my ] reminder to [SL:TODO pay my credit card bill ] set for ? ]
reminder	What day is my reminder about dinner with the Grothe's?	[IN:GET_REMINDER_DATE_TIME What day is [SL:PERSON_REMINDED my ] reminder about [SL:TODO [IN:GET_TODO [SL:TODO dinner ] with [SL:ATTENDEE the Grothe 's ] ] ] ? ]
reminder	Remind me to set up an appointment with my doctor for my annual wellness exam.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO set up an appointment ] with [SL:ATTENDEE my doctor ] [SL:TODO for my annual wellness exam ] ] ] . ]
reminder	When is my next church meeting reminder?	[IN:GET_REMINDER_DATE_TIME When is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] [SL:TODO church meeting ] reminder ? ]
reminder	Add second alerts 5 min before Board Meetings in2019	[IN:CREATE_REMINDER Add [SL:ORDINAL second ] alerts [SL:DATE_TIME 5 min before ] [SL:TODO [IN:GET_TODO [SL:TODO Board Meetings ] [SL:DATE_TIME in2019 ] ] ] ]
reminder	Remind me to email Stephanie	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Stephanie ] ] ] ]
reminder	Can you read me the last 5 reminders I had?	[IN:GET_REMINDER Can you [SL:METHOD_RETRIEVAL_REMINDER read ] me the [SL:ORDINAL last ] [SL:AMOUNT 5 ] reminders [SL:PERSON_REMINDED I ] had ? ]
reminder	get all weekly reminders from aunt fran about garden center	[IN:GET_REMINDER get [SL:AMOUNT all ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] reminders from [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:TYPE_RELATION aunt ] [SL:CONTACT fran ] ] ] about [SL:TODO garden center ] ]
reminder	Set up a reminder for my son to get up in time in the morning.	[IN:CREATE_REMINDER Set up a reminder for [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION son ] ] ] to [SL:TODO get up in time ] [SL:DATE_TIME in the morning ] . ]
reminder	Show me my next reminder.	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] me [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder . ]
reminder	Remind me to text my dad about his car's repair.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION dad ] ] ] about [SL:CONTENT_EXACT his car 's repair ] ] ] . ]
reminder	Repeat dog walk reminder each day	[IN:UPDATE_REMINDER Repeat [SL:TODO dog walk ] reminder [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY each day ] ] ] ]
reminder	delete the reminder about shopping with lori today	[IN:DELETE_REMINDER delete the reminder about [SL:TODO [IN:GET_TODO [SL:TODO shopping ] with [SL:ATTENDEE lori ] ] ] [SL:DATE_TIME today ] ]
reminder	What is my first reminder on the 25th of this month?	[IN:GET_REMINDER What is [SL:PERSON_REMINDED my ] [SL:ORDINAL first ] reminder [SL:DATE_TIME on the 25th of this month ] ? ]
reminder	Delete reminder for lunch with my cousins, June 5th, 1pm.	[IN:DELETE_REMINDER Delete reminder for [SL:TODO [IN:GET_TODO [SL:TODO lunch ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION cousins ] ] ] , ] ] [SL:DATE_TIME June 5th , 1 pm ] . ]
reminder	Remind me to plan a dinner party for the board members next week.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO plan a dinner party ] for [SL:ATTENDEE the board members ] ] ] [SL:DATE_TIME next week ] . ]
reminder	Delete reminder to email Andrea.	[IN:DELETE_REMINDER Delete reminder to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Andrea ] ] ] . ]
reminder	show me my next reminder for landscaping	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER show ] me [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder for [SL:TODO landscaping ] ]
reminder	remind me the breakfast with my friend vicki please	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] [SL:TODO [IN:GET_TODO [SL:TODO the breakfast ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION friend ] [SL:CONTACT vicki ] ] ] ] ] please ]
reminder	What time is my reminder today for the workout class?	[IN:GET_REMINDER_DATE_TIME What time is [SL:PERSON_REMINDED my ] reminder [SL:DATE_TIME today ] for [SL:TODO the workout class ] ? ]
reminder	When did I set that reminder for the lions game and who did I send it to?	[IN:GET_REMINDER_DATE_TIME When did [SL:PERSON_REMINDED I ] set that reminder for [SL:TODO the lions game ] and who did I send it to ? ]
reminder	I want to know my next reminder with Shannon.	[IN:GET_REMINDER I want to know [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder [SL:TODO [IN:GET_TODO with [SL:ATTENDEE Shannon ] ] ] . ]
reminder	please update my daily reminder to be weekly	[IN:UPDATE_REMINDER please update [SL:PERSON_REMINDED my ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] reminder to be [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] ]
reminder	Remind me about my dinner with my friend betty at 8pm	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] about [SL:TODO [IN:GET_TODO [SL:TODO my dinner ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION friend ] [SL:CONTACT betty ] ] ] ] ] [SL:DATE_TIME at 8 pm ] ]
reminder	Create a reminder for our meeting with George next Tuesday at noon	[IN:CREATE_REMINDER Create a reminder for [SL:TODO [IN:GET_TODO [SL:TODO our meeting ] with [SL:ATTENDEE George ] ] ] [SL:DATE_TIME next Tuesday at noon ] ]
reminder	Set a reminder for my wife to get the oil changed in the journey before next weekend	[IN:CREATE_REMINDER Set a reminder for [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION wife ] ] ] to [SL:TODO get the oil changed in the journey ] [SL:DATE_TIME before next weekend ] ]
reminder	Remind me to reply to Jim about our lunch meeting	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Jim ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:ORGANIZER_EVENT our ] [SL:CATEGORY_EVENT lunch meeting ] ] ] ] ] ]
reminder	Remind me that I need to reschedule my appointment with Darry on the 18th to after school and not in the morining.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] that I need to [SL:TODO [IN:GET_TODO [SL:TODO reschedule my appointment ] with [SL:ATTENDEE Darry ] [SL:DATE_TIME on the 18th ] [SL:TODO to after school and not in the morining ] ] ] . ]
reminder	Change reminders about weekly meetings	[IN:UPDATE_REMINDER Change reminders about [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] [SL:TODO meetings ] ]
