domain	utterance	semantic_parse
timer	Pause my active timer.	[IN:PAUSE_TIMER Pause my active [SL:METHOD_TIMER timer ] . ]
timer	add 1 minute to the timer	[IN:ADD_TIME_TIMER add [SL:DATE_TIME 1 minute ] to the [SL:METHOD_TIMER timer ] ]
timer	change timer on Law and Order	[IN:UPDATE_TIMER change [SL:METHOD_TIMER timer ] on Law and Order ]
timer	Is my timer almost finished?	[IN:GET_TIMER Is my [SL:METHOD_TIMER timer ] almost finished ? ]
timer	How much time was in lap 1?	[IN:GET_TIMER How much [SL:METHOD_TIMER time ] was in lap 1 ? ]
timer	How much time is left on the timer?	[IN:GET_TIMER How much [SL:METHOD_TIMER time ] is left on the [SL:METHOD_TIMER timer ] ? ]
timer	delete the timer set to go off in a minute.	[IN:DELETE_TIMER delete the [SL:METHOD_TIMER timer ] set to go off in a minute . ]
timer	resume my timer	[IN:RESUME_TIMER resume my [SL:METHOD_TIMER timer ] ]
timer	I would like to set the timer for 26 minutes	[IN:CREATE_TIMER I would like to set the [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 26 minutes ] ]
timer	Restart the timer.	[IN:RESTART_TIMER Restart the [SL:METHOD_TIMER timer ] . ]
timer	Can you set a 5 minute timer?	[IN:CREATE_TIMER Can you set a [SL:DATE_TIME 5 minute ] [SL:METHOD_TIMER timer ] ? ]
timer	how much time is left on the timer	[IN:GET_TIMER how much time is left on the [SL:METHOD_TIMER timer ] ]
timer	Pause and reset my current timer.	[IN:PAUSE_TIMER Pause and reset my current [SL:METHOD_TIMER timer ] . ]
timer	start my elliptical workout timer	[IN:CREATE_TIMER start my [SL:TIMER_NAME elliptical workout ] [SL:METHOD_TIMER timer ] ]
timer	Delete the 5am timer	[IN:DELETE_TIMER Delete [SL:TIMER_NAME [IN:GET_TIME [SL:DATE_TIME the 5 am ] ] ] [SL:METHOD_TIMER timer ] ]
timer	stop the timer	[IN:PAUSE_TIMER stop the [SL:METHOD_TIMER timer ] ]
timer	start the timer over	[IN:RESUME_TIMER start the [SL:METHOD_TIMER timer ] over ]
timer	set timer for 10 minutes	[IN:CREATE_TIMER set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 10 minutes ] ]
timer	is there time still on the timer	[IN:GET_TIMER is there time still on the [SL:METHOD_TIMER timer ] ]
timer	reset my timer	[IN:RESTART_TIMER reset my [SL:METHOD_TIMER timer ] ]
timer	resume timer	[IN:RESUME_TIMER resume [SL:METHOD_TIMER timer ] ]
timer	Set me a timer to run a mile	[IN:CREATE_TIMER Set me a [SL:METHOD_TIMER timer ] to run a mile ]
timer	How much time is left on the kitchen timer?	[IN:GET_TIMER How much time is left on the kitchen [SL:METHOD_TIMER timer ] ? ]
timer	Pause timer.	[IN:PAUSE_TIMER Pause [SL:METHOD_TIMER timer ] . ]
timer	Set timer for 3 minutes	[IN:CREATE_TIMER Set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 3 minutes ] ]
timer	Please stop the timer	[IN:PAUSE_TIMER Please stop the [SL:METHOD_TIMER timer ] ]
timer	How long until the timer runs out?	[IN:GET_TIMER How long until the [SL:METHOD_TIMER timer ] runs out ? ]
timer	add 10 minutes to my timer	[IN:ADD_TIME_TIMER add [SL:DATE_TIME 10 minutes ] to my [SL:METHOD_TIMER timer ] ]
timer	Set a time for 30 seconds	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER time ] [SL:DATE_TIME for 30 seconds ] ]
timer	How much time is left on the timer?	[IN:GET_TIMER How much [SL:METHOD_TIMER time ] is left on the [SL:METHOD_TIMER timer ] ? ]
timer	Start timer.	[IN:CREATE_TIMER Start [SL:METHOD_TIMER timer ] . ]
timer	put 15 minutes on my timer	[IN:ADD_TIME_TIMER put [SL:DATE_TIME 15 minutes ] on my [SL:METHOD_TIMER timer ] ]
timer	Add 5 minutes to my timer	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME 5 minutes ] to my [SL:METHOD_TIMER timer ] ]
timer	Show timer.	[IN:GET_TIMER Show [SL:METHOD_TIMER timer ] . ]
timer	give me a timer for  8 hours	[IN:CREATE_TIMER give me a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 8 hours ] ]
timer	turn on timer	[IN:CREATE_TIMER turn on [SL:METHOD_TIMER timer ] ]
timer	What's the amount left on the timer	[IN:GET_TIMER What 's the amount left on the [SL:METHOD_TIMER timer ] ]
timer	resume the timer	[IN:RESUME_TIMER resume the [SL:METHOD_TIMER timer ] ]
timer	Delete the timer after it goes off	[IN:DELETE_TIMER Delete the [SL:METHOD_TIMER timer ] after it goes off ]
timer	Start a timer to count up.	[IN:CREATE_TIMER Start a [SL:METHOD_TIMER timer ] to count up . ]
timer	Set my timer for 20 minutes.	[IN:CREATE_TIMER Set my [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 20 minutes ] . ]
timer	How much time do I have left on my timer?	[IN:GET_TIMER How much time do I have left on my [SL:METHOD_TIMER timer ] ? ]
timer	Set a timer for 1 hour now	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 1 hour ] now ]
timer	Start timer	[IN:CREATE_TIMER Start [SL:METHOD_TIMER timer ] ]
timer	Reset timer	[IN:RESTART_TIMER Reset [SL:METHOD_TIMER timer ] ]
timer	what timers do I have set?	[IN:GET_TIMER what [SL:METHOD_TIMER timers ] do I have set ? ]
timer	Pause an existing timer	[IN:PAUSE_TIMER Pause an existing [SL:METHOD_TIMER timer ] ]
timer	Could you clear all my timers?	[IN:DELETE_TIMER Could you clear [SL:AMOUNT all ] my [SL:METHOD_TIMER timers ] ? ]
timer	set timer for 15 minutes	[IN:CREATE_TIMER set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 15 minutes ] ]
timer	Set timer to turn on the lights	[IN:CREATE_TIMER Set [SL:METHOD_TIMER timer ] to turn on the lights ]
timer	how much longer on this timer	[IN:GET_TIMER how much longer on this [SL:METHOD_TIMER timer ] ]
timer	add 2 minutes on my current timer	[IN:ADD_TIME_TIMER add [SL:DATE_TIME 2 minutes ] on my current [SL:METHOD_TIMER timer ] ]
timer	resume the game timer	[IN:RESUME_TIMER resume the game [SL:METHOD_TIMER timer ] ]
timer	change the timer to 15 minutes	[IN:UPDATE_TIMER change the [SL:METHOD_TIMER timer ] [SL:DATE_TIME to 15 minutes ] ]
timer	I'm ready to restart the timer	[IN:RESTART_TIMER I'm ready to restart the [SL:METHOD_TIMER timer ] ]
timer	add five more minutes to that timer	[IN:ADD_TIME_TIMER add [SL:DATE_TIME five more minutes ] to that [SL:METHOD_TIMER timer ] ]
timer	start the timer in 10 minutes	[IN:CREATE_TIMER start the [SL:METHOD_TIMER timer ] [SL:DATE_TIME in 10 minutes ] ]
timer	restart timer	[IN:RESTART_TIMER restart [SL:METHOD_TIMER timer ] ]
timer	set gym timer	[IN:CREATE_TIMER set [SL:TIMER_NAME gym ] [SL:METHOD_TIMER timer ] ]
timer	Restart the timer after it goes off.	[IN:RESTART_TIMER Restart the [SL:METHOD_TIMER timer ] after it goes off . ]
timer	stop time	[IN:PAUSE_TIMER stop [SL:METHOD_TIMER time ] ]
timer	Set timer for one hour	[IN:CREATE_TIMER Set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for one hour ] ]
timer	set a timer for 2 minutes please	[IN:CREATE_TIMER set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 2 minutes ] please ]
timer	timer status	[IN:GET_TIMER [SL:METHOD_TIMER timer ] status ]
timer	Set 2 minute timer	[IN:CREATE_TIMER Set [SL:DATE_TIME 2 minute ] [SL:METHOD_TIMER timer ] ]
timer	turn on walking timer	[IN:CREATE_TIMER turn on [SL:TIMER_NAME walking ] [SL:METHOD_TIMER timer ] ]
timer	Switch my timer from 10 minutes to 15 minutes.	[IN:UPDATE_TIMER Switch my [SL:METHOD_TIMER timer ] [SL:TIMER_NAME [IN:GET_TIME [SL:DATE_TIME from 10 minutes ] ] ] [SL:DATE_TIME to 15 minutes ] . ]
timer	Resume the timer after 5 minutes.	[IN:RESUME_TIMER Resume the [SL:METHOD_TIMER timer ] [SL:DATE_TIME after 5 minutes ] . ]
timer	How much is left on the timer	[IN:GET_TIMER How much is left on the [SL:METHOD_TIMER timer ] ]
timer	Set the timer to record my show at 8pm	[IN:CREATE_TIMER Set the [SL:METHOD_TIMER timer ] to record my show [SL:DATE_TIME at 8 pm ] ]
timer	Turn off the timer	[IN:PAUSE_TIMER Turn off the [SL:METHOD_TIMER timer ] ]
timer	pause my timer	[IN:PAUSE_TIMER pause my [SL:METHOD_TIMER timer ] ]
timer	Set a timer for 30 minutes and then again 10 minutes after that.	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 30 minutes ] and then again 10 minutes after that . ]
timer	erase timer	[IN:DELETE_TIMER erase [SL:METHOD_TIMER timer ] ]
timer	stop the timer	[IN:PAUSE_TIMER stop the [SL:METHOD_TIMER timer ] ]
timer	pause my timer	[IN:PAUSE_TIMER pause my [SL:METHOD_TIMER timer ] ]
timer	Do I have a timer set for 9pm	[IN:GET_TIMER Do I have a [SL:METHOD_TIMER timer ] set [SL:TIMER_NAME [IN:GET_TIME [SL:DATE_TIME for 9 pm ] ] ] ]
timer	Start timer	[IN:CREATE_TIMER Start [SL:METHOD_TIMER timer ] ]
timer	Add 20 minutes to the timer	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME 20 minutes ] to the [SL:METHOD_TIMER timer ] ]
timer	Restart my timer for cardio.	[IN:RESTART_TIMER Restart my [SL:METHOD_TIMER timer ] for cardio . ]
timer	Set the timer for a 5 minute mile.	[IN:CREATE_TIMER Set the [SL:METHOD_TIMER timer ] for a [SL:DATE_TIME 5 minute ] mile . ]
timer	How long on timer?	[IN:GET_TIMER How long on [SL:METHOD_TIMER timer ] ? ]
timer	START TIMER AGAIN	[IN:RESTART_TIMER START [SL:METHOD_TIMER TIMER ] AGAIN ]
timer	How much time is left on my timer?	[IN:GET_TIMER How much time is left on my [SL:METHOD_TIMER timer ] ? ]
timer	Deduct one minute from current timer.	[IN:SUBTRACT_TIME_TIMER Deduct [SL:DATE_TIME one minute ] from current [SL:METHOD_TIMER timer ] . ]
timer	Please turn timer off	[IN:PAUSE_TIMER Please turn [SL:METHOD_TIMER timer ] off ]
timer	Set timer for 30 minutes	[IN:CREATE_TIMER Set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 30 minutes ] ]
timer	When is the timer set to go off?	[IN:GET_TIMER When is the [SL:METHOD_TIMER timer ] set to go off ? ]
timer	add 10 more minutes	[IN:ADD_TIME_TIMER add [SL:DATE_TIME 10 more minutes ] ]
timer	Set my timer for 20 minutes	[IN:CREATE_TIMER Set my [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 20 minutes ] ]
timer	I set the timer to 30 minutes for the color I put in my hair to set in.	[IN:CREATE_TIMER I set the [SL:METHOD_TIMER timer ] [SL:DATE_TIME to 30 minutes ] for the color I put in my hair to set in . ]
timer	how many seconds do i have left on my timer.	[IN:GET_TIMER how many seconds do i have left on my [SL:METHOD_TIMER timer ] . ]
timer	set the timer for 2 hours	[IN:CREATE_TIMER set the [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 2 hours ] ]
timer	Set a timer for my run	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] for my [SL:TIMER_NAME run ] ]
timer	Reset all timers	[IN:RESTART_TIMER Reset [SL:AMOUNT all ] [SL:METHOD_TIMER timers ] ]
timer	Please put 5 more minutes on this clock.	[IN:ADD_TIME_TIMER Please put [SL:DATE_TIME 5 more minutes ] on this [SL:METHOD_TIMER clock ] . ]
timer	please tell me how much time i have left	[IN:GET_TIMER please tell me how much [SL:METHOD_TIMER time ] i have left ]
timer	Extend timer by 15 minutes	[IN:ADD_TIME_TIMER Extend [SL:METHOD_TIMER timer ] [SL:DATE_TIME by 15 minutes ] ]
timer	Resume my timer now	[IN:RESUME_TIMER Resume my [SL:METHOD_TIMER timer ] now ]
timer	set a timer for 30 seconds	[IN:CREATE_TIMER set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 30 seconds ] ]
timer	how much time is left on timer	[IN:GET_TIMER how much [SL:METHOD_TIMER time ] is left on [SL:METHOD_TIMER timer ] ]
timer	Set a timer	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] ]
timer	How long do I have left on this timer?	[IN:GET_TIMER How long do I have left [SL:TIMER_NAME [IN:GET_TIME [SL:DATE_TIME on this ] ] ] [SL:METHOD_TIMER timer ] ? ]
timer	pause the timer	[IN:PAUSE_TIMER pause the [SL:METHOD_TIMER timer ] ]
timer	Pause the timer	[IN:PAUSE_TIMER Pause the [SL:METHOD_TIMER timer ] ]
timer	Set a timer for five minutes.	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for five minutes ] . ]
timer	set timer for 10 am	[IN:CREATE_TIMER set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 10 am ] ]
timer	Turn off the timer	[IN:PAUSE_TIMER Turn off the [SL:METHOD_TIMER timer ] ]
timer	Stop my running timer halfway through	[IN:PAUSE_TIMER Stop my running [SL:METHOD_TIMER timer ] halfway through ]
timer	how many timers do I have set	[IN:GET_TIMER how many [SL:METHOD_TIMER timers ] do I have set ]
timer	extend the timer another 15 minutes	[IN:ADD_TIME_TIMER extend the [SL:METHOD_TIMER timer ] another [SL:DATE_TIME 15 minutes ] ]
timer	Can you restart my timer?	[IN:RESTART_TIMER Can you restart my [SL:METHOD_TIMER timer ] ? ]
timer	let me know when my timer hits 1 minute left	[IN:GET_TIMER let me know when my [SL:METHOD_TIMER timer ] hits [SL:TIMER_NAME [IN:GET_TIME [SL:DATE_TIME 1 minute ] ] ] left ]
timer	i need to set a timer for 5 minutes	[IN:CREATE_TIMER i need to set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 5 minutes ] ]
timer	Set timer for 1 hour	[IN:CREATE_TIMER Set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 1 hour ] ]
timer	What is the status of the timer now	[IN:GET_TIMER What is the status of the [SL:METHOD_TIMER timer ] now ]
timer	restart timer now	[IN:RESTART_TIMER restart [SL:METHOD_TIMER timer ] now ]
timer	set a timer for 30 minutes	[IN:CREATE_TIMER set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 30 minutes ] ]
timer	What was my last time?	[IN:GET_TIMER What was my [SL:ORDINAL last ] [SL:METHOD_TIMER time ] ? ]
timer	Start a timer.	[IN:CREATE_TIMER Start a [SL:METHOD_TIMER timer ] . ]
timer	reset the timer	[IN:RESTART_TIMER reset the [SL:METHOD_TIMER timer ] ]
timer	Set timer for 23 minutes.	[IN:CREATE_TIMER Set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 23 minutes ] . ]
timer	Put the timer on pause.	[IN:PAUSE_TIMER Put the [SL:METHOD_TIMER timer ] on pause . ]
timer	pause the timer	[IN:PAUSE_TIMER pause the [SL:METHOD_TIMER timer ] ]
timer	can you unpause the timer at 4 o clock	[IN:RESUME_TIMER can you unpause the [SL:METHOD_TIMER timer ] [SL:DATE_TIME at 4 o clock ] ]
timer	Stop timer	[IN:PAUSE_TIMER Stop [SL:METHOD_TIMER timer ] ]
timer	Set a new timer	[IN:CREATE_TIMER Set a new [SL:METHOD_TIMER timer ] ]
timer	I need a timer set for 15 min.	[IN:CREATE_TIMER I need a [SL:METHOD_TIMER timer ] set [SL:DATE_TIME for 15 min ] . ]
timer	Delete my timer	[IN:DELETE_TIMER Delete my [SL:METHOD_TIMER timer ] ]
timer	How long was the last timer set for	[IN:GET_TIMER How long was the [SL:ORDINAL last ] [SL:METHOD_TIMER timer ] set for ]
timer	how much time is left	[IN:GET_TIMER how much [SL:METHOD_TIMER time ] is left ]
timer	start timer now	[IN:CREATE_TIMER start [SL:METHOD_TIMER timer ] now ]
timer	Pause the timer	[IN:PAUSE_TIMER Pause the [SL:METHOD_TIMER timer ] ]
timer	How many timers do I have going on?	[IN:GET_TIMER How many [SL:METHOD_TIMER timers ] do I have going on ? ]
timer	Set my timer	[IN:CREATE_TIMER Set my [SL:METHOD_TIMER timer ] ]
timer	set up new timer	[IN:CREATE_TIMER set up new [SL:METHOD_TIMER timer ] ]
timer	Cancel timer	[IN:DELETE_TIMER Cancel [SL:METHOD_TIMER timer ] ]
timer	I need a timer set for 15 minutes	[IN:CREATE_TIMER I need a [SL:METHOD_TIMER timer ] set [SL:DATE_TIME for 15 minutes ] ]
timer	Start a timer for 18 minutes?	[IN:CREATE_TIMER Start a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 18 minutes ] ? ]
timer	time start	[IN:CREATE_TIMER [SL:METHOD_TIMER time ] start ]
timer	please delete all timers	[IN:DELETE_TIMER please delete [SL:AMOUNT all ] [SL:METHOD_TIMER timers ] ]
timer	Restart the timer	[IN:RESTART_TIMER Restart the [SL:METHOD_TIMER timer ] ]
timer	resume timer	[IN:RESUME_TIMER resume [SL:METHOD_TIMER timer ] ]
timer	set the timer for 5 minutes	[IN:CREATE_TIMER set the [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 5 minutes ] ]
timer	i want to add 10 minutes to the timer	[IN:ADD_TIME_TIMER i want to add [SL:DATE_TIME 10 minutes ] to the [SL:METHOD_TIMER timer ] ]
timer	pause oven timer	[IN:PAUSE_TIMER pause oven [SL:METHOD_TIMER timer ] ]
timer	How much time is left on the timer?	[IN:GET_TIMER How much [SL:METHOD_TIMER time ] is left on the [SL:METHOD_TIMER timer ] ? ]
timer	Start timer	[IN:CREATE_TIMER Start [SL:METHOD_TIMER timer ] ]
timer	how much time is left on the defrost timer?	[IN:GET_TIMER how much time is left on the defrost [SL:METHOD_TIMER timer ] ? ]
timer	Restart timer.	[IN:RESTART_TIMER Restart [SL:METHOD_TIMER timer ] . ]
timer	How much longer till the timer hits 5 minutes ?	[IN:GET_TIMER How much longer till the [SL:METHOD_TIMER timer ] hits [SL:TIMER_NAME [IN:GET_TIME [SL:DATE_TIME 5 minutes ] ] ] ? ]
timer	set timer for 8 minutes	[IN:CREATE_TIMER set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 8 minutes ] ]
timer	set timer for 10 minutes	[IN:CREATE_TIMER set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 10 minutes ] ]
timer	start a timer for an hour	[IN:CREATE_TIMER start a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for an hour ] ]
timer	take five minutes off timer number one	[IN:SUBTRACT_TIME_TIMER take [SL:DATE_TIME five minutes ] off [SL:METHOD_TIMER timer ] number one ]
timer	Add 10 more minutes to the timer	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME 10 more minutes ] to the [SL:METHOD_TIMER timer ] ]
timer	how much time is left on my timer?	[IN:GET_TIMER how much time is left on my [SL:METHOD_TIMER timer ] ? ]
timer	Delete this timer.	[IN:DELETE_TIMER Delete this [SL:METHOD_TIMER timer ] . ]
timer	Resume timer	[IN:RESUME_TIMER Resume [SL:METHOD_TIMER timer ] ]
timer	Subtract 5 minutes from my timer.	[IN:SUBTRACT_TIME_TIMER Subtract [SL:DATE_TIME 5 minutes ] from my [SL:METHOD_TIMER timer ] . ]
timer	add ten minutes to the timer	[IN:ADD_TIME_TIMER add [SL:DATE_TIME ten minutes ] to the [SL:METHOD_TIMER timer ] ]
timer	Reset timer	[IN:RESTART_TIMER Reset [SL:METHOD_TIMER timer ] ]
timer	Pause the timer.	[IN:PAUSE_TIMER Pause the [SL:METHOD_TIMER timer ] . ]
timer	how much time is left of the timer I set	[IN:GET_TIMER how much time is left of the [SL:METHOD_TIMER timer ] I set ]
timer	How many hours do I have left on my timer	[IN:GET_TIMER How many hours do I have left on my [SL:METHOD_TIMER timer ] ]
timer	turn the timer off	[IN:PAUSE_TIMER turn the [SL:METHOD_TIMER timer ] off ]
timer	Subtract time from my timer.	[IN:SUBTRACT_TIME_TIMER Subtract time from my [SL:METHOD_TIMER timer ] . ]
timer	Set a timer for 10 minutes	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 10 minutes ] ]
timer	how much time left on timer	[IN:GET_TIMER how much time left on [SL:METHOD_TIMER timer ] ]
timer	are there more than 5 minutes on my timer	[IN:GET_TIMER are there more than [SL:TIMER_NAME [IN:GET_TIME [SL:DATE_TIME 5 minutes ] ] ] on my [SL:METHOD_TIMER timer ] ]
timer	pause timer	[IN:PAUSE_TIMER pause [SL:METHOD_TIMER timer ] ]
timer	i only have 5 minutes before i have to leave, start a timer for 5 minutes	[IN:CREATE_TIMER i only have 5 minutes before i have to leave , start a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 5 minutes ] ]
timer	Pause timer	[IN:PAUSE_TIMER Pause [SL:METHOD_TIMER timer ] ]
timer	set timer for friday april 3rd	[IN:CREATE_TIMER set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for friday april 3rd ] ]
timer	cancel timer	[IN:DELETE_TIMER cancel [SL:METHOD_TIMER timer ] ]
timer	help me set a timer for 10 minutes from now	[IN:CREATE_TIMER help me set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 10 minutes ] from now ]
timer	Delete timer	[IN:DELETE_TIMER Delete [SL:METHOD_TIMER timer ] ]
timer	Add 10 minutes to my Pizza timer.	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME 10 minutes ] to my Pizza [SL:METHOD_TIMER timer ] . ]
timer	stop the timer	[IN:PAUSE_TIMER stop the [SL:METHOD_TIMER timer ] ]
timer	set a timer for 1 hour	[IN:CREATE_TIMER set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 1 hour ] ]
timer	Set timer for 15 minutes at 2:00PM	[IN:CREATE_TIMER Set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 15 minutes at 2 : 00 PM ] ]
timer	stop the timer	[IN:PAUSE_TIMER stop the [SL:METHOD_TIMER timer ] ]
timer	How many timers are set?	[IN:GET_TIMER How many [SL:METHOD_TIMER timers ] are set ? ]
timer	set timer for 1.5 hours	[IN:CREATE_TIMER set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 1.5 hours ] ]
timer	Start timer again.	[IN:RESTART_TIMER Start [SL:METHOD_TIMER timer ] again . ]
timer	Start timer now.	[IN:CREATE_TIMER Start [SL:METHOD_TIMER timer ] now . ]
timer	end the timer	[IN:DELETE_TIMER end the [SL:METHOD_TIMER timer ] ]
timer	Set timer for an hour	[IN:CREATE_TIMER Set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for an hour ] ]
timer	set timer for angel hair pasta	[IN:CREATE_TIMER set [SL:METHOD_TIMER timer ] for [SL:TIMER_NAME angel hair pasta ] ]
timer	put timer for 45 seconds	[IN:CREATE_TIMER put [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 45 seconds ] ]
timer	set a timer for 1 hours and 38 minutes	[IN:CREATE_TIMER set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 1 hours and 38 minutes ] ]
timer	can you pause the timer?	[IN:PAUSE_TIMER can you pause the [SL:METHOD_TIMER timer ] ? ]
timer	how much longer till the timer is done?	[IN:GET_TIMER how much longer till the [SL:METHOD_TIMER timer ] is done ? ]
timer	resume the paused timer	[IN:RESUME_TIMER resume the paused [SL:METHOD_TIMER timer ] ]
timer	how much time is left on my 40 minute timer	[IN:GET_TIMER how much time is left on my [SL:TIMER_NAME [IN:GET_TIME [SL:DATE_TIME 40 minute ] ] ] [SL:METHOD_TIMER timer ] ]
timer	remove 10 seconds	[IN:SUBTRACT_TIME_TIMER remove 10 seconds ]
timer	reschedule timer	[IN:UPDATE_TIMER reschedule [SL:METHOD_TIMER timer ] ]
timer	I need a timer for 5 minutes.	[IN:CREATE_TIMER I need a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 5 minutes ] . ]
timer	Add another 10 minutes on the timer	[IN:ADD_TIME_TIMER Add another [SL:DATE_TIME 10 minutes ] on the [SL:METHOD_TIMER timer ] ]
timer	Start timer now.	[IN:CREATE_TIMER Start [SL:METHOD_TIMER timer ] now . ]
timer	set timing	[IN:CREATE_TIMER set [SL:METHOD_TIMER timing ] ]
timer	what is the current time on the timer	[IN:GET_TIMER what is the current time on the [SL:METHOD_TIMER timer ] ]
timer	Timer time left!?	[IN:GET_TIMER [SL:METHOD_TIMER Timer ] time left ! ? ]
timer	pause timer for sprinkler system	[IN:PAUSE_TIMER pause [SL:METHOD_TIMER timer ] for sprinkler system ]
timer	Add 15 seconds to my timer.	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME 15 seconds ] to my [SL:METHOD_TIMER timer ] . ]
timer	Cancel timer	[IN:DELETE_TIMER Cancel [SL:METHOD_TIMER timer ] ]
timer	please set a timer for 15 minutes	[IN:CREATE_TIMER please set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 15 minutes ] ]
timer	Set a 12 minute timer for my cookies	[IN:CREATE_TIMER Set a [SL:DATE_TIME 12 minute ] [SL:METHOD_TIMER timer ] for my [SL:TIMER_NAME cookies ] ]
timer	whats the time left on the timer	[IN:GET_TIMER whats the time left on the [SL:METHOD_TIMER timer ] ]
timer	Switch timer to 45 minutes	[IN:UPDATE_TIMER Switch [SL:METHOD_TIMER timer ] [SL:DATE_TIME to 45 minutes ] ]
timer	Set a timer for 4 hours.	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 4 hours ] . ]
timer	reset my timer to 0	[IN:RESTART_TIMER reset my [SL:METHOD_TIMER timer ] [SL:DATE_TIME to 0 ] ]
timer	remove 5 minutes from timer	[IN:SUBTRACT_TIME_TIMER remove [SL:DATE_TIME 5 minutes ] from [SL:METHOD_TIMER timer ] ]
timer	cancel timer	[IN:DELETE_TIMER cancel [SL:METHOD_TIMER timer ] ]
timer	make a new timer	[IN:CREATE_TIMER make a new [SL:METHOD_TIMER timer ] ]
timer	Resume my timer.	[IN:RESUME_TIMER Resume my [SL:METHOD_TIMER timer ] . ]
timer	Set timer for 30 seconds	[IN:CREATE_TIMER Set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 30 seconds ] ]
timer	Delete that timer.	[IN:DELETE_TIMER Delete that [SL:METHOD_TIMER timer ] . ]
timer	please tell me when I have 5 minutes left	[IN:GET_TIMER please tell me when I have [SL:TIMER_NAME [IN:GET_TIME [SL:DATE_TIME 5 minutes ] ] ] left ]
timer	please pause the timer	[IN:PAUSE_TIMER please pause the [SL:METHOD_TIMER timer ] ]
timer	Show me the timer	[IN:GET_TIMER Show me the [SL:METHOD_TIMER timer ] ]
timer	add 3 minutes to the cooking timer.	[IN:ADD_TIME_TIMER add [SL:DATE_TIME 3 minutes ] to the cooking [SL:METHOD_TIMER timer ] . ]
timer	Stop the timer.	[IN:PAUSE_TIMER Stop the [SL:METHOD_TIMER timer ] . ]
timer	Add 10 minutes to my timer	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME 10 minutes ] to my [SL:METHOD_TIMER timer ] ]
timer	Set timer for 15 minutes please	[IN:CREATE_TIMER Set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 15 minutes ] please ]
timer	Cancel timer	[IN:DELETE_TIMER Cancel [SL:METHOD_TIMER timer ] ]
timer	Set a timer for 10pm today	[IN:CREATE_TIMER Set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 10 pm today ] ]
timer	Please set a timer for 15 minutes	[IN:CREATE_TIMER Please set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 15 minutes ] ]
timer	please stop the timer	[IN:PAUSE_TIMER please stop the [SL:METHOD_TIMER timer ] ]
